alert_type,severity,detected_at,details
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.299513,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2069.24 | Qty 4139.3279
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.299539,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2069.08 | Qty 4165.4276
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.299565,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2069.81 | Qty 4169.7154
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.299590,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2068.59 | Qty 4364.5632
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.299616,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2067.91 | Qty 4369.8564
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.299641,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2067.73 | Qty 4377.8103
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.299667,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2067.43 | Qty 4388.6149
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.299692,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2067.18 | Qty 4390.079
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.299718,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2067.17 | Qty 4390.4548
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.299744,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2066.14 | Qty 4553.4954
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.299769,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2066.16 | Qty 4683.7904
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.299795,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2066.92 | Qty 4748.9032
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.299820,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2067.42 | Qty 4822.2134
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.299846,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2068.78 | Qty 4901.9133
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.299871,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2069.33 | Qty 4950.1785
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.299896,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2067.38 | Qty 5158.6281
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.299922,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2066.74 | Qty 5169.9552
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.299947,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2067.05 | Qty 5174.227
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.299972,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2067.06 | Qty 5191.6487
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.299998,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2067.06 | Qty 5189.9157
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300024,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2067.42 | Qty 5222.9399
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300050,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2068.1 | Qty 5225.7366
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300075,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2067.26 | Qty 5363.2978
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300100,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2066.91 | Qty 5375.3658
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300125,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2067.06 | Qty 5388.9863
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300152,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2066.1 | Qty 5432.182
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300177,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2066.17 | Qty 5440.8551
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300202,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2065.8 | Qty 5471.102
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300228,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2065.31 | Qty 5562.5444
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300254,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2065.98 | Qty 5574.7101
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300280,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2067.47 | Qty 5621.9335
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300305,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2067.93 | Qty 5649.5549
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300331,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2067.79 | Qty 5665.8195
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300357,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2067.46 | Qty 5671.6744
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300382,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2067.34 | Qty 5672.1727
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300407,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2067.22 | Qty 5676.5086
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300432,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2067.15 | Qty 5677.3706
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300457,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2067.65 | Qty 5683.8852
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300482,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2068.18 | Qty 5685.8843
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300507,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2068.52 | Qty 5687.5651
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300532,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2069.07 | Qty 5704.1088
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300558,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2069.46 | Qty 5717.6657
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300584,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2069.34 | Qty 5656.7058
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300609,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2069.4 | Qty 5655.6909
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300636,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2069.49 | Qty 5644.6799
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300661,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2069.5 | Qty 5672.8088
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300687,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2069.73 | Qty 5673.2088
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300712,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2069.73 | Qty 5392.7679
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300738,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2069.54 | Qty 5376.6507
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300763,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2069.47 | Qty 5377.9633
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.300788,Trader UNKNOWN (Binance public data) | ETHUSDT | Price 2069.7 | Qty 4925.7444
WASH_TRADE,HIGH,2026-04-02T08:16:27.305765,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.57 | Qty 24444.667
WASH_TRADE,HIGH,2026-04-02T08:16:27.305811,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.61 | Qty 24674.661
WASH_TRADE,HIGH,2026-04-02T08:16:27.305842,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.63 | Qty 24601.742
WASH_TRADE,HIGH,2026-04-02T08:16:27.305870,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.62 | Qty 24602.124
WASH_TRADE,HIGH,2026-04-02T08:16:27.305898,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.63 | Qty 24644.247
WASH_TRADE,HIGH,2026-04-02T08:16:27.305925,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.63 | Qty 24620.093
WASH_TRADE,HIGH,2026-04-02T08:16:27.305951,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.65 | Qty 24648.124
WASH_TRADE,HIGH,2026-04-02T08:16:27.305978,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.66 | Qty 24661.532
WASH_TRADE,HIGH,2026-04-02T08:16:27.306004,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.67 | Qty 24642.565
WASH_TRADE,HIGH,2026-04-02T08:16:27.306030,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.68 | Qty 24649.385
WASH_TRADE,HIGH,2026-04-02T08:16:27.306056,Trader UNKNOWN (Binance public data) | SOLUSDT | Price nan | Qty 24524.655
WASH_TRADE,HIGH,2026-04-02T08:16:27.306081,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.69 | Qty 24416.063
WASH_TRADE,HIGH,2026-04-02T08:16:27.306107,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.69 | Qty 24487.875
WASH_TRADE,HIGH,2026-04-02T08:16:27.306133,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.7 | Qty 24670.453
WASH_TRADE,HIGH,2026-04-02T08:16:27.306158,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.7 | Qty 24704.469
WASH_TRADE,HIGH,2026-04-02T08:16:27.306186,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.7 | Qty 24731.145
WASH_TRADE,HIGH,2026-04-02T08:16:27.306212,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.7 | Qty 24619.63
WASH_TRADE,HIGH,2026-04-02T08:16:27.306238,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.71 | Qty 24597.346
WASH_TRADE,HIGH,2026-04-02T08:16:27.306266,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.73 | Qty 24861.159
WASH_TRADE,HIGH,2026-04-02T08:16:27.306292,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.73 | Qty 25032.046
WASH_TRADE,HIGH,2026-04-02T08:16:27.306318,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.72 | Qty 24914.639
WASH_TRADE,HIGH,2026-04-02T08:16:27.306343,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.72 | Qty 24844.73
WASH_TRADE,HIGH,2026-04-02T08:16:27.306369,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.72 | Qty 24853.223
WASH_TRADE,HIGH,2026-04-02T08:16:27.306413,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.72 | Qty 24493.663
WASH_TRADE,HIGH,2026-04-02T08:16:27.306439,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.72 | Qty 24494.314
WASH_TRADE,HIGH,2026-04-02T08:16:27.306464,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.72 | Qty 24656.851
WASH_TRADE,HIGH,2026-04-02T08:16:27.306490,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.72 | Qty 24664.246
WASH_TRADE,HIGH,2026-04-02T08:16:27.306517,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.73 | Qty 24625.938
WASH_TRADE,HIGH,2026-04-02T08:16:27.306543,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.72 | Qty 24625.39
WASH_TRADE,HIGH,2026-04-02T08:16:27.306569,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.74 | Qty 24783.595
WASH_TRADE,HIGH,2026-04-02T08:16:27.306594,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.74 | Qty 24974.369
WASH_TRADE,HIGH,2026-04-02T08:16:27.306620,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.75 | Qty 24976.436
WASH_TRADE,HIGH,2026-04-02T08:16:27.306645,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.77 | Qty 24946.366
WASH_TRADE,HIGH,2026-04-02T08:16:27.306671,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.77 | Qty 25083.887
WASH_TRADE,HIGH,2026-04-02T08:16:27.306696,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.76 | Qty 24831.083
WASH_TRADE,HIGH,2026-04-02T08:16:27.306721,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.76 | Qty 24824.885
WASH_TRADE,HIGH,2026-04-02T08:16:27.306747,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.77 | Qty 24583.112
WASH_TRADE,HIGH,2026-04-02T08:16:27.306773,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.47 | Qty 24399.961
WASH_TRADE,HIGH,2026-04-02T08:16:27.306799,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.48 | Qty 24855.717
WASH_TRADE,HIGH,2026-04-02T08:16:27.306825,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.5 | Qty 24875.26
WASH_TRADE,HIGH,2026-04-02T08:16:27.306850,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.53 | Qty 25219.443
WASH_TRADE,HIGH,2026-04-02T08:16:27.306875,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.55 | Qty 25293.851
WASH_TRADE,HIGH,2026-04-02T08:16:27.306901,Trader UNKNOWN (Binance public data) | SOLUSDT | Price nan | Qty 25290.961
WASH_TRADE,HIGH,2026-04-02T08:16:27.306926,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.56 | Qty 25198.565
WASH_TRADE,HIGH,2026-04-02T08:16:27.306952,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.55 | Qty 25435.077
WASH_TRADE,HIGH,2026-04-02T08:16:27.307003,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.53 | Qty 25441.465
WASH_TRADE,HIGH,2026-04-02T08:16:27.307032,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.52 | Qty 25528.931
WASH_TRADE,HIGH,2026-04-02T08:16:27.307061,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.52 | Qty 25570.774
WASH_TRADE,HIGH,2026-04-02T08:16:27.307086,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.51 | Qty 25576.142
WASH_TRADE,HIGH,2026-04-02T08:16:27.307111,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.44 | Qty 26291.821
WASH_TRADE,HIGH,2026-04-02T08:16:27.307137,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.42 | Qty 26344.158
WASH_TRADE,HIGH,2026-04-02T08:16:27.307175,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.41 | Qty 27801.846
WASH_TRADE,HIGH,2026-04-02T08:16:27.307203,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.43 | Qty 28435.157
WASH_TRADE,HIGH,2026-04-02T08:16:27.307242,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.45 | Qty 28463.754
WASH_TRADE,HIGH,2026-04-02T08:16:27.307273,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.41 | Qty 28777.628
WASH_TRADE,HIGH,2026-04-02T08:16:27.307298,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.36 | Qty 29266.719
WASH_TRADE,HIGH,2026-04-02T08:16:27.307355,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.35 | Qty 29216.794
WASH_TRADE,HIGH,2026-04-02T08:16:27.307381,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.35 | Qty 30073.904
WASH_TRADE,HIGH,2026-04-02T08:16:27.307418,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.33 | Qty 30531.571
WASH_TRADE,HIGH,2026-04-02T08:16:27.307447,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.33 | Qty 31144.619
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.307473,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.35 | Qty 32030.239
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.307498,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.38 | Qty 34679.092
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.307523,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.41 | Qty 35049.046
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.307561,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.43 | Qty 35224.22
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.307596,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.43 | Qty 35224.787
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.307622,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.42 | Qty 35135.999
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.307648,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.4 | Qty 35140.179
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.307695,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.41 | Qty 35952.61
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.307721,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.43 | Qty 35935.572
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.307747,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.43 | Qty 35914.197
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.307772,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.44 | Qty 35850.154
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.307797,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.43 | Qty 36099.522
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.307823,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.42 | Qty 36184.348
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.307860,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.4 | Qty 36215.605
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.307889,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.4 | Qty 36314.104
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.307914,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.44 | Qty 36413.044
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.307940,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.42 | Qty 37644.944
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.307975,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.41 | Qty 37629.029
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308013,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.41 | Qty 37662.106
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308040,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.4 | Qty 37735.974
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308065,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.39 | Qty 38752.377
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308091,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.41 | Qty 38739.843
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308116,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.38 | Qty 40286.203
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308142,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.38 | Qty 42446.331
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308190,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.39 | Qty 42471.395
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308215,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.42 | Qty 42546.899
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308240,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.47 | Qty 43562.686
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308266,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.45 | Qty 43633.267
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308292,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.41 | Qty 44787.248
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308320,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.38 | Qty 44877.336
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308354,Trader UNKNOWN (Binance public data) | SOLUSDT | Price nan | Qty 44865.971
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308379,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.4 | Qty 45424.229
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308405,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.41 | Qty 45465.178
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308430,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.42 | Qty 45704.865
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308455,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.44 | Qty 45985.108
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308481,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.41 | Qty 46397.838
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308506,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.41 | Qty 46439.505
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308546,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.41 | Qty 46441.045
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308571,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.4 | Qty 46856.564
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308597,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.4 | Qty 46916.902
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308622,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.38 | Qty 47069.597
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308661,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.35 | Qty 46992.108
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308686,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.38 | Qty 47011.791
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308711,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.44 | Qty 48605.186
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308738,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.43 | Qty 48664.494
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308763,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.42 | Qty 48667.813
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308801,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.42 | Qty 48648.512
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308829,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.41 | Qty 48687.838
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308855,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.41 | Qty 48693.997
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308880,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.4 | Qty 48764.461
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.308906,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.4 | Qty 48992.169
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.309089,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.43 | Qty 49011.75
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.309122,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.44 | Qty 48966.449
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.309149,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.46 | Qty 49042.873
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.309175,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.5 | Qty 50007.279
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.309200,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.48 | Qty 48805.586
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.309226,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.47 | Qty 48789.845
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.309252,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.48 | Qty 48767.283
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.309278,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.49 | Qty 48780.065
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.309304,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.5 | Qty 48749.957
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.309329,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.5 | Qty 45881.631
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.309367,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.49 | Qty 44701.889
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.309393,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.51 | Qty 44482.681
WASH_TRADE,CRITICAL,2026-04-02T08:16:27.309418,Trader UNKNOWN (Binance public data) | SOLUSDT | Price 78.5 | Qty 39460.606
PUMP_AND_DUMP,HIGH,2026-04-02T08:16:30.217472,BTCUSDT | ? | Price Δ ?% | Buy Vol ? vs Sell Vol ?
PUMP_AND_DUMP,HIGH,2026-04-02T08:16:30.217765,BTCUSDT | ? | Price Δ ?% | Buy Vol ? vs Sell Vol ?
DUMP_AND_PUMP,HIGH,2026-04-02T08:16:30.218112,BTCUSDT | ? | Price Δ ?% | Buy Vol ? vs Sell Vol ?
DUMP_AND_PUMP,HIGH,2026-04-02T08:16:30.218253,BTCUSDT | ? | Price Δ ?% | Buy Vol ? vs Sell Vol ?
PUMP_AND_DUMP,HIGH,2026-04-02T08:16:30.226860,ETHUSDT | ? | Price Δ ?% | Buy Vol ? vs Sell Vol ?
PUMP_AND_DUMP,HIGH,2026-04-02T08:16:30.226983,ETHUSDT | ? | Price Δ ?% | Buy Vol ? vs Sell Vol ?
PUMP_AND_DUMP,HIGH,2026-04-02T08:16:30.227614,ETHUSDT | ? | Price Δ ?% | Buy Vol ? vs Sell Vol ?
DUMP_AND_PUMP,HIGH,2026-04-02T08:16:30.228284,ETHUSDT | ? | Price Δ ?% | Buy Vol ? vs Sell Vol ?
DUMP_AND_PUMP,HIGH,2026-04-02T08:16:30.228453,ETHUSDT | ? | Price Δ ?% | Buy Vol ? vs Sell Vol ?
DUMP_AND_PUMP,CRITICAL,2026-04-02T08:16:30.228636,ETHUSDT | ? | Price Δ ?% | Buy Vol ? vs Sell Vol ?
DUMP_AND_PUMP,CRITICAL,2026-04-02T08:16:30.228815,ETHUSDT | ? | Price Δ ?% | Buy Vol ? vs Sell Vol ?
PUMP_AND_DUMP,HIGH,2026-04-02T08:16:30.236958,SOLUSDT | ? | Price Δ ?% | Buy Vol ? vs Sell Vol ?
